0,-1.295
0.004,-1.31
0.008,-1.3
0.012,-1.3
0.016,-1.3
0.02,-1.3
0.024,-1.3
0.028,-1.295
0.032,-1.3
0.036,-1.3
0.04,-1.3
0.044,-1.3
0.048,-1.3
0.052,-1.29
0.056,-1.3
0.06,-1.3
0.064,-1.3
0.068,-1.3
0.072,-1.3
0.076,-1.3
0.08,-1.3
0.084,-1.3
0.088,-1.3
0.092,-1.3
0.096,-1.3
0.1,-1.3
0.104,-1.295
0.108,-1.3
0.112,-1.3
0.116,-1.3
0.12,-1.3
0.124,-1.29
0.128,-1.295
0.132,-1.3
0.136,-1.3
0.14,-1.3
0.144,-1.3
0.148,-1.3
0.152,-1.295
0.156,-1.295
0.16,-1.3
0.164,-1.295
0.168,-1.3
0.172,-1.315
0.176,-1.3
0.18,-1.295
0.184,-1.29
0.188,-1.29
0.192,-1.3
0.196,-1.3
0.2,-1.29
0.204,-1.265
0.208,-1.26
0.212,-1.26
0.216,-1.255
0.22,-1.245
0.224,-1.245
0.228,-1.24
0.232,-1.23
0.236,-1.23
0.24,-1.23
0.244,-1.25
0.248,-1.245
0.252,-1.245
0.256,-1.23
0.26,-1.245
0.264,-1.245
0.268,-1.245
0.272,-1.245
0.276,-1.255
0.28,-1.26
0.284,-1.265
0.288,-1.28
0.292,-1.28
0.296,-1.275
0.3,-1.28
0.304,-1.29
0.308,-1.3
0.312,-1.3
0.316,-1.315
0.32,-1.31
0.324,-1.31
0.328,-1.3
0.332,-1.305
0.336,-1.3
0.34,-1.325
0.344,-1.3
0.348,-1.31
0.352,-1.3
0.356,-1.3
0.36,-1.325
0.364,-1.3
0.368,-1.3
0.372,-1.3
0.376,-1.3
0.38,-1.305
0.384,-1.3
0.388,-1.325
0.392,-1.35
0.396,-1.37
0.4,-1.335
0.404,-1.2
0.408,-0.995
0.412,-0.73
0.416,-0.43
0.42,-0.175
0.424,-0.07
0.428,-0.155
0.432,-0.37
0.436,-0.595
0.44,-0.78
0.444,-0.865
0.448,-0.88
0.452,-0.915
0.456,-0.97
0.46,-1.055
0.464,-1.13
0.468,-1.205
0.472,-1.23
0.476,-1.26
0.48,-1.265
0.484,-1.28
0.488,-1.29
0.492,-1.3
0.496,-1.3
0.5,-1.3
0.504,-1.3
0.508,-1.325
0.512,-1.3
0.516,-1.3
0.52,-1.3
0.524,-1.3
0.528,-1.32
0.532,-1.31
0.536,-1.315
0.54,-1.315
0.544,-1.315
0.548,-1.32
0.552,-1.32
0.556,-1.315
0.56,-1.315
0.564,-1.32
0.568,-1.325
0.572,-1.32
0.576,-1.315
0.58,-1.32
0.584,-1.325
0.588,-1.315
0.592,-1.325
0.596,-1.32
0.6,-1.325
0.604,-1.325
0.608,-1.315
0.612,-1.315
0.616,-1.315
0.62,-1.31
0.624,-1.315
0.628,-1.31
0.632,-1.315
0.636,-1.325
0.64,-1.3
0.644,-1.3
0.648,-1.3
0.652,-1.3
0.656,-1.3
0.66,-1.3
0.664,-1.3
0.668,-1.295
0.672,-1.29
0.676,-1.295
0.68,-1.29
0.684,-1.29
0.688,-1.28
0.692,-1.28
0.696,-1.29
0.7,-1.27
0.704,-1.26
0.708,-1.26
0.712,-1.255
0.716,-1.23
0.72,-1.245
0.724,-1.25
0.728,-1.245
0.732,-1.23
0.736,-1.225
0.74,-1.23
0.744,-1.225
0.748,-1.225
0.752,-1.22
0.756,-1.215
0.76,-1.21
0.764,-1.205
0.768,-1.195
0.772,-1.195
0.776,-1.195
0.78,-1.195
0.784,-1.195
0.788,-1.205
0.792,-1.195
0.796,-1.205
0.8,-1.21
0.804,-1.22
0.808,-1.22
0.812,-1.225
0.816,-1.23
0.82,-1.23
0.824,-1.23
0.828,-1.23
0.832,-1.245
0.836,-1.245
0.84,-1.255
0.844,-1.26
0.848,-1.26
0.852,-1.265
0.856,-1.28
0.86,-1.265
0.864,-1.29
0.868,-1.28
0.872,-1.28
0.876,-1.285
0.88,-1.29
0.884,-1.305
0.888,-1.29
0.892,-1.29
0.896,-1.29
0.9,-1.29
0.904,-1.3
0.908,-1.3
0.912,-1.3
0.916,-1.29
0.92,-1.29
0.924,-1.3
0.928,-1.3
0.932,-1.3
0.936,-1.3
0.94,-1.3
0.944,-1.3
0.948,-1.3
0.952,-1.3
0.956,-1.3
0.96,-1.305
0.964,-1.3
0.968,-1.3
0.972,-1.3
0.976,-1.3
0.98,-1.3
0.984,-1.3
0.988,-1.3
0.992,-1.3
0.996,-1.29
1,-1.29
1.004,-1.29
1.008,-1.3
1.012,-1.3
1.016,-1.3
1.02,-1.3
1.024,-1.29
1.028,-1.3
1.032,-1.3
1.036,-1.29
1.04,-1.29
1.044,-1.295
1.048,-1.29
1.052,-1.3
1.056,-1.29
1.06,-1.295
1.064,-1.3
1.068,-1.3
1.072,-1.3
1.076,-1.3
1.08,-1.3
1.084,-1.3
1.088,-1.3
1.092,-1.3
1.096,-1.3
1.1,-1.3
1.104,-1.3
1.108,-1.3
1.112,-1.3
1.116,-1.305
1.12,-1.3
1.124,-1.3
1.128,-1.3
1.132,-1.295
1.136,-1.3
1.14,-1.3
1.144,-1.3
1.148,-1.3
1.152,-1.3
1.156,-1.3
1.16,-1.3
1.164,-1.3
1.168,-1.3
1.172,-1.3
1.176,-1.3
1.18,-1.3
1.184,-1.3
1.188,-1.3
1.192,-1.3
1.196,-1.3
1.2,-1.3
1.204,-1.3
1.208,-1.3
1.212,-1.3
1.216,-1.3
1.22,-1.315
1.224,-1.3
1.228,-1.3
1.232,-1.3
1.236,-1.3
1.24,-1.3
1.244,-1.3
1.248,-1.3
1.252,-1.3
1.256,-1.3
1.26,-1.31
1.264,-1.305
1.268,-1.3
1.272,-1.305
1.276,-1.3
1.28,-1.3
1.284,-1.3
1.288,-1.3
1.292,-1.3
1.296,-1.3
1.3,-1.3
1.304,-1.3
1.308,-1.3
1.312,-1.3
1.316,-1.3
1.32,-1.295
1.324,-1.28
1.328,-1.265
1.332,-1.265
1.336,-1.26
1.34,-1.255
1.344,-1.26
1.348,-1.245
1.352,-1.245
1.356,-1.245
1.36,-1.245
1.364,-1.26
1.368,-1.255
1.372,-1.255
1.376,-1.245
1.38,-1.26
1.384,-1.255
1.388,-1.265
1.392,-1.26
1.396,-1.265
1.4,-1.27
1.404,-1.29
1.408,-1.3
1.412,-1.29
1.416,-1.29
1.42,-1.29
1.424,-1.3
1.428,-1.315
1.432,-1.325
1.436,-1.335
1.44,-1.335
1.444,-1.335
1.448,-1.335
1.452,-1.32
1.456,-1.33
1.46,-1.325
1.464,-1.325
1.468,-1.32
1.472,-1.325
1.476,-1.325
1.48,-1.325
1.484,-1.32
1.488,-1.32
1.492,-1.315
1.496,-1.325
1.5,-1.32
1.504,-1.325
1.508,-1.345
1.512,-1.385
1.516,-1.42
1.52,-1.36
1.524,-1.23
1.528,-1.02
1.532,-0.76
1.536,-0.47
1.54,-0.22
1.544,-0.085
1.548,-0.135
1.552,-0.315
1.556,-0.54
1.56,-0.72
1.564,-0.835
1.568,-0.875
1.572,-0.9
1.576,-0.95
1.58,-1.05
1.584,-1.135
1.588,-1.21
1.592,-1.255
1.596,-1.29
1.6,-1.285
1.604,-1.3
1.608,-1.3
1.612,-1.31
1.616,-1.33
1.62,-1.32
1.624,-1.33
1.628,-1.32
1.632,-1.33
1.636,-1.32
1.64,-1.325
1.644,-1.33
1.648,-1.335
1.652,-1.335
1.656,-1.335
1.66,-1.335
1.664,-1.34
1.668,-1.335
1.672,-1.325
1.676,-1.335
1.68,-1.34
1.684,-1.335
1.688,-1.335
1.692,-1.335
1.696,-1.33
1.7,-1.335
1.704,-1.335
1.708,-1.335
1.712,-1.335
